,feature,importance_gain,importance_split,trn_score,run
1,AMOUNT_REQ,629661.4898147583,964,9.417219674906645,8
2,resource,489360.2195701599,709,9.417219674906645,8
3,duration,608795.8754692078,868,9.417219674906645,8
4,allDuration,767081.6888084412,1095,9.417219674906645,8
5,month,182833.1111946106,310,9.417219674906645,8
6,day,475384.6491279602,718,9.417219674906645,8
7,week,220062.97556304932,345,9.417219674906645,8
8,hour,377960.21628570557,574,9.417219674906645,8
9,year,0.0,0,9.417219674906645,8
0,event,265318.72074890137,410,9.414872748587298,9
1,AMOUNT_REQ,573832.9727897644,890,9.414872748587298,9
2,resource,493521.1256790161,718,9.414872748587298,9
3,duration,554861.4053115845,792,9.414872748587298,9
4,allDuration,737795.605682373,1047,9.414872748587298,9
5,month,237783.4037208557,348,9.414872748587298,9
6,day,557631.2325973511,825,9.414872748587298,9
7,week,232010.9246520996,340,9.414872748587298,9
8,hour,424493.9627494812,630,9.414872748587298,9
9,year,0.0,0,9.414872748587298,9
0,event,268471.69107818604,413,9.41861144487837,10
1,AMOUNT_REQ,550038.2199134827,871,9.41861144487837,10
2,resource,468069.66357040405,705,9.41861144487837,10
3,duration,580124.8754119873,876,9.41861144487837,10
4,allDuration,778755.748462677,1139,9.41861144487837,10
5,month,193673.32642364502,304,9.41861144487837,10
6,day,457973.65756607056,729,9.41861144487837,10
7,week,243833.7632598877,359,9.41861144487837,10
8,hour,386894.84465789795,604,9.41861144487837,10
9,year,0.0,0,9.41861144487837,10
0,event,257347.9974822998,406,9.416949252759437,11
1,AMOUNT_REQ,609583.0745239258,925,9.416949252759437,11
2,resource,472301.5846824646,694,9.416949252759437,11
3,duration,584798.3804321289,855,9.416949252759437,11
4,allDuration,794511.5261001587,1126,9.416949252759437,11
5,month,215004.72496032715,329,9.416949252759437,11
6,day,488158.1205673218,756,9.416949252759437,11
7,week,243661.91207504272,379,9.416949252759437,11
8,hour,340392.3349990845,530,9.416949252759437,11
9,year,0.0,0,9.416949252759437,11
0,event,269768.0426635742,430,9.421809936091549,12
1,AMOUNT_REQ,626039.3159828186,969,9.421809936091549,12
2,resource,482100.47509002686,699,9.421809936091549,12
3,duration,550906.0361785889,847,9.421809936091549,12
4,allDuration,683134.4080810547,1003,9.421809936091549,12
5,month,215447.5548362732,347,9.421809936091549,12
6,day,490327.8800086975,775,9.421809936091549,12
7,week,191957.75146102905,322,9.421809936091549,12
8,hour,393558.97804641724,608,9.421809936091549,12
9,year,0.0,0,9.421809936091549,12
0,event,277840.93336868286,427,9.415874208801217,13
1,AMOUNT_REQ,661810.1569328308,1010,9.415874208801217,13
2,resource,456720.4851951599,664,9.415874208801217,13
3,duration,589112.8308372498,896,9.415874208801217,13
4,allDuration,754308.0948295593,1090,9.415874208801217,13
5,month,202740.31045913696,298,9.415874208801217,13
6,day,473343.457611084,706,9.415874208801217,13
7,week,191451.95069122314,308,9.415874208801217,13
8,hour,377235.3741569519,601,9.415874208801217,13
9,year,0.0,0,9.415874208801217,13
0,event,265008.3865890503,412,9.41042585532852,14
1,AMOUNT_REQ,661275.2695236206,977,9.41042585532852,14
2,resource,503144.14850616455,708,9.41042585532852,14
3,duration,599025.5697975159,867,9.41042585532852,14
4,allDuration,830776.5388793945,1152,9.41042585532852,14
5,month,224938.68405914307,332,9.41042585532852,14
